bout_id,state_code,state,start_epoch,end_epoch,start_time_s,end_time_s,dur_s,ach_mean,ach_median,ach_iqr,ach_std,ach_n,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,ach_trend_n,ach_trend_slope_per_min,event_labels_in,n_events_in
107,1,NREM,1679,108,1678,108,-1570,0.4731247,0.4731247,0,0,1,0.3111684,0.3111684,0,0,1,NaN,,0
108,0,WAKE,1685,109,1684,109,-1575,0.4645694,0.4645694,0,0,1,0.3574505,0.3574505,0,0,1,NaN,,0
109,1,NREM,1686,110,1685,110,-1575,1.291496,1.291496,0,0,1,0.3660409,0.3660409,0,0,1,NaN,,0
110,0,WAKE,1695,111,1694,111,-1583,0.0387122,0.0387122,0,0,1,0.4530785,0.4530785,0,0,1,NaN,,0
111,1,NREM,1696,112,1695,112,-1583,1.553362,1.553362,0,0,1,0.4621107,0.4621107,0,0,1,NaN,,0
112,0,WAKE,1702,113,1701,113,-1588,0.6617675,0.6617675,0,0,1,0.5077455,0.5077455,0,0,1,NaN,,0
113,1,NREM,1703,114,1702,114,-1588,0.4668331,0.4668331,0,0,1,0.5133339,0.5133339,0,0,1,NaN,,0
114,0,WAKE,1706,115,1705,115,-1590,0.02224357,0.02224357,0,0,1,0.5266199,0.5266199,0,0,1,NaN,,0
115,1,NREM,1707,116,1706,116,-1590,0.03091124,0.03091124,0,0,1,0.5294871,0.5294871,0,0,1,NaN,,0
116,0,WAKE,1717,117,1716,117,-1599,0.07178696,0.07178696,0,0,1,0.5115967,0.5115967,0,0,1,NaN,,0
117,1,NREM,1718,118,1717,118,-1599,0.1964632,0.1964632,0,0,1,0.5047763,0.5047763,0,0,1,NaN,,0
118,0,WAKE,1724,119,1723,119,-1604,1.990306,1.990306,0,0,1,0.4460324,0.4460324,0,0,1,NaN,,0
119,1,NREM,1725,120,1724,120,-1604,2.060817,2.060817,0,0,1,0.4341318,0.4341318,0,0,1,NaN,,0
120,0,WAKE,1736,121,1735,121,-1614,0.2684242,0.2684242,0,0,1,0.2777255,0.2777255,0,0,1,NaN,,0
121,1,NREM,1738,122,1737,122,-1615,1.363336,1.363336,0,0,1,0.2468548,0.2468548,0,0,1,NaN,,0
122,0,WAKE,1748,123,1747,123,-1624,-0.5631941,-0.5631941,0,0,1,0.08224569,0.08224569,0,0,1,NaN,,0
123,1,NREM,1749,124,1748,124,-1624,-0.465833,-0.465833,0,0,1,0.06542997,0.06542997,0,0,1,NaN,,0
124,0,WAKE,1759,125,1758,125,-1633,0.4823369,0.4823369,0,0,1,-0.1126493,-0.1126493,0,0,1,NaN,,0
125,1,NREM,1760,126,1759,126,-1633,0.5583583,0.5583583,0,0,1,-0.130641,-0.130641,0,0,1,NaN,,0
126,0,WAKE,1777,127,1776,127,-1649,0.1220933,0.1220933,0,0,1,-0.3977711,-0.3977711,0,0,1,NaN,,0
127,1,NREM,1778,128,1777,128,-1649,-0.1326928,-0.1326928,0,0,1,-0.4065368,-0.4065368,0,0,1,NaN,,0
128,0,WAKE,1820,129,1819,129,-1690,0.772357,0.772357,0,0,1,-0.1694074,-0.1694074,0,0,1,NaN,,0
129,1,NREM,1822,130,1821,130,-1691,0.7182053,0.7182053,0,0,1,-0.1503253,-0.1503253,0,0,1,NaN,,0
130,0,WAKE,1840,131,1839,131,-1708,-0.2774544,-0.2774544,0,0,1,-0.06297188,-0.06297188,0,0,1,NaN,,0
131,1,NREM,1842,132,1841,132,-1709,-0.6128314,-0.6128314,0,0,1,-0.06349297,-0.06349297,0,0,1,NaN,,0
132,0,WAKE,1854,133,1853,133,-1720,0.6716011,0.6716011,0,0,1,-0.1136665,-0.1136665,0,0,1,NaN,,0
133,1,NREM,1855,134,1854,134,-1720,0.2733233,0.2733233,0,0,1,-0.120763,-0.120763,0,0,1,NaN,,0
134,0,WAKE,1899,135,1898,135,-1763,-0.9197661,-0.9197661,0,0,1,-0.4651947,-0.4651947,0,0,1,NaN,,0
135,1,NREM,1901,136,1900,136,-1764,1.072078,1.072078,0,0,1,-0.4566014,-0.4566014,0,0,1,NaN,,0
136,0,WAKE,1933,137,1932,137,-1795,0.112077,0.112077,0,0,1,-0.204945,-0.204945,0,0,1,NaN,,0
137,1,NREM,1938,138,1937,138,-1799,0.9539377,0.9539377,0,0,1,-0.1602164,-0.1602164,0,0,1,NaN,,0
138,0,WAKE,1973,139,1972,139,-1833,0.7408582,0.7408582,0,0,1,0.09058291,0.09058291,0,0,1,NaN,,0
139,1,NREM,1987,140,1986,140,-1846,0.2014576,0.2014576,0,0,1,0.004365108,0.004365108,0,0,1,NaN,,0
140,0,WAKE,2000,141,1999,141,-1858,0.9764897,0.9764897,0,0,1,-0.02123239,-0.02123239,0,0,1,NaN,,0
141,1,NREM,2002,142,2001,142,-1859,0.1408447,0.1408447,0,0,1,-0.02027272,-0.02027272,0,0,1,NaN,,0
142,0,WAKE,2025,143,2024,143,-1881,-0.9831433,-0.9831433,0,0,1,-0.1110216,-0.1110216,0,0,1,NaN,,0
143,1,NREM,2028,144,2027,144,-1883,0.8345978,0.8345978,0,0,1,-0.1358798,-0.1358798,0,0,1,NaN,,0
144,0,WAKE,2040,145,2039,145,-1894,0.1334514,0.1334514,0,0,1,-0.2126034,-0.2126034,0,0,1,NaN,,0
145,1,NREM,2043,146,2042,146,-1896,0.9753695,0.9753695,0,0,1,-0.2258513,-0.2258513,0,0,1,NaN,,0
146,0,WAKE,2059,147,2058,147,-1911,-0.1171217,-0.1171217,0,0,1,-0.2336211,-0.2336211,0,0,1,NaN,,0
147,1,NREM,2061,148,2060,148,-1912,-0.6867887,-0.6867887,0,0,1,-0.2254897,-0.2254897,0,0,1,NaN,,0
148,0,WAKE,2074,149,2073,149,-1924,-0.2717692,-0.2717692,0,0,1,-0.1283168,-0.1283168,0,0,1,NaN,,0
149,1,NREM,2076,150,2075,150,-1925,0.02735525,0.02735525,0,0,1,-0.1091347,-0.1091347,0,0,1,NaN,,0
150,0,WAKE,2099,151,2098,151,-1947,1.641134,1.641134,0,0,1,0.1084434,0.1084434,0,0,1,NaN,,0
151,1,NREM,2947,152,2946,152,-2794,0.02344537,0.02344537,0,0,1,0.919795,0.919795,0,0,1,NaN,,0
152,0,WAKE,3035,153,3034,153,-2881,-0.9240607,-0.9240607,0,0,1,0.5265007,0.5265007,0,0,1,NaN,,0
153,1,NREM,3041,154,3040,154,-2886,0.7562862,0.7562862,0,0,1,0.423512,0.423512,0,0,1,NaN,,0
