ach_mean,ach_median,ach_iqr,ach_std,ach_mad,ach_rms,ach_skew,ach_kurt,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,resid_mean,resid_iqr,resid_std,resid_mad,halflife_s,psd_slope,psd_intercept,slope_ach_trend_per_min_global
-0.5448207,-0.6400077,3.000044,2.215042,1.49448,2.281058,NaN,NaN,-0.6289396,-0.7966381,2.18615,1.738425,0.08411896,1.587576,1.3386,0.7751827,3.833917,-1.779076,-1.278598,-0.003296977
