mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse11,ambtemp,2.32471947646519e-11,0.0124176343282064,4.37407992031937e-10,6.96680867882378e-11,0.0173846880594889,1.87761528012791e-09
