mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse3,baseline,5.9492842728909e-11,0.0173846880594889,1.42220485319912e-09,1.72976927087001e-10,0.0149011611938477,3.79620434441249e-09
