mouse,geno,cond,dur_s,start_s,src_file
mouse?,GENO?,unknown,144,12781,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,187,12816,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,29,12917,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,12965,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,68,13031,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,176,13045,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,204,13051,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,97,13112,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,43,13136,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,72,13145,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,76,13147,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,230,13163,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,61,13192,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,13206,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,205,13215,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,38,13288,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,123,13433,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,13464,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,180,13495,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,138,13555,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,71,13589,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,77,13635,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,60,13642,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,34,13697,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,88,13755,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,13786,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,30,13801,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,136,13880,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,135,13890,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,86,13952,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,70,13958,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,131,13997,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,233,14012,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,14059,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,146,14067,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,20,14090,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,119,14094,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,225,14191,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,14200,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,14316,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,14353,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,156,14377,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,109,14457,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,91,14488,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,66,14584,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,123,14617,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,14654,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,50,14684,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,217,14695,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,109,14708,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,14725,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,145,14760,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,84,14839,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,184,14858,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,70,14876,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,14899,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,121,14947,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,125,14966,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,102,15004,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,100,15045,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,15076,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,69,15129,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,15137,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,186,15164,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,261,15183,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,15279,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,143,15370,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,91,15370,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,124,15384,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,60,15385,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,15385,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,148,15483,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,156,15494,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,92,15512,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,45,15530,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,43,15552,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,68,15583,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,119,15592,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,142,15648,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,125,15698,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,87,15701,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,139,15804,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,88,15878,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,174,15915,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,66,15936,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,194,16019,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,93,16097,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,157,16103,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,118,16146,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,126,16157,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,84,16282,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,113,16334,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,34,16361,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,16378,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,247,16464,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,135,16472,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,22,16539,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,100,16541,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,31,16602,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,69,16634,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,48,16658,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,180,16663,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,197,16693,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,98,16710,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,171,16780,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,154,16787,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,64,16817,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,214,16853,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,214,16862,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,79,16873,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,16922,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,108,16927,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,296,16965,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,66,16980,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,127,17053,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,59,17074,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,72,17203,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,104,17240,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,74,17268,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,137,17281,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,57,17287,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,21,17293,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,163,17312,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,153,17354,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,153,17402,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,61,17450,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,89,17515,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,100,17581,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,163,17608,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,196,17617,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,142,17637,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,167,17695,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,76,17742,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,210,17784,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,68,17808,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,24,17814,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,93,17923,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,87,18010,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,102,18018,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,31,18021,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,154,18022,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,45,18024,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,177,18027,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,93,18029,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,17,18030,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,152,18080,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,23,18181,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,24,18224,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,18275,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,82,18276,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,96,18343,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,161,18355,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,115,18450,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,162,18457,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,18478,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,18491,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,191,18547,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,144,18558,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,18569,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,97,18581,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,116,18643,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,55,18670,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,73,18718,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,126,18752,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,101,18796,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,276,18826,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,149,18834,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,18860,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,18902,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,39,18963,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,362,18983,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,154,19033,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,12,19071,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,33,19080,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,35,19132,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,128,19204,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,34,19260,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,27,19285,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,73,19327,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,218,19328,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,55,19361,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,40,19418,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,19451,20251007_baseline_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,19494,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,99,19501,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,102,19554,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,72,19569,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,52,19585,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,23,19614,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,29,19622,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,132,19694,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,51,19718,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,186,19853,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,120,19879,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,35,19892,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,40,19907,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,41,19951,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,80,19961,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,33,19971,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,19989,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,20013,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,77,20033,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,149,20052,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,92,20055,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,43,20061,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,158,20088,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,135,20119,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,68,20138,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,217,20176,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,95,20177,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,94,20197,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,257,20241,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,66,20262,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,37,20320,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,20372,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,20399,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,244,20411,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,38,20552,20251013_baseline_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,123,20568,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,139,20581,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,180,20585,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,132,20602,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,158,20622,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,26,20636,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,79,20639,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,48,20654,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,226,20658,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,141,20666,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,86,20795,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,123,20810,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,111,20921,20251001_baseline_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,106,20949,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,255,21015,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,86,21062,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,21087,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,152,21088,20251025_ambtemp_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,24,21118,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,141,21121,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,262,21121,20251022_drugs_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,63,21207,20251014_ambtemp_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,45,21227,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,13,21273,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,51,21280,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,21318,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,28,21347,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,21367,20251026_drugs_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,192,21369,20251005_baseline_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,94,21390,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,77,21431,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,53,21485,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,158,21486,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,21493,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,96,21505,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,100,21606,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,40,21620,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,62,21716,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,99,21725,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,54,21731,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,115,21783,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,237,21816,20251006_baseline_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,164,21841,20251012_ambtemp_mouse8_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,21861,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,84,21900,20251002_baseline_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,115,21901,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,46,21935,20251011_baseline_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,49,21948,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,85,21948,20251023_drugs_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,220,21961,20251013_ambtemp_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,60,21964,20251024_drugs_mouse11_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,36,22185,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,83,22204,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,91,22273,20251022_drugs_mouse2_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,74,22284,20251008_ambtemp_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,222,22310,20251009_ambtemp_mouse3_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,64,22339,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,223,22361,20251024_drugs_mouse10_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,40,22446,20251003_ambtemp_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,229,22482,20251022_drugs_mouse1_APP_scored_scores_1Hz.csv
mouse?,GENO?,unknown,180,22491,20251012_baseline_mouse12_WT_scored_scores_1Hz.csv
mouse?,GENO?,unknown,78,22508,20251007_ambtemp_mouse4_WT_scored_scores_1Hz.csv
