mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse10,drugs,3.67814330738655e-11,0.0149011611938477,6.67409302244541e-10,1.78291588669263e-10,0.0124176343282064,5.2045785977885e-09
