ach_mean,ach_median,ach_iqr,ach_std,ach_mad,ach_rms,ach_skew,ach_kurt,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,resid_mean,resid_iqr,resid_std,resid_mad,halflife_s,psd_slope,psd_intercept,slope_ach_trend_per_min_global
-1.763028,-1.799001,6.12895,4.313253,3.067707,4.659652,NaN,NaN,-1.885339,-2.003063,5.759381,3.895649,0.1223114,2.148351,1.697525,1.041505,3.116742,-2.131713,-1.420632,-0.0126568
