mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse8,baseline,3.59132138155613e-11,0.0124176343282064,7.66306444276852e-10,1.30710696467848e-10,0.0124176343282064,5.58648390484242e-09
