mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse2,baseline,2.60160824754412e-11,0.0124176343282064,3.81356875162449e-10,1.00921267713578e-10,0.0124176343282064,3.90243320351952e-09
