Phase,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4
0_3h,119.675,74.1780821917808,64.1551724137931,75.7142857142857,57.1553398058252,27.0789473684211,76.4285714285714
3_6h,82.84,46.9015151515151,58.3980582524272,70.8494623655914,65.625,65.6455696202532,54.2941176470588
washout,50.59375,53.3614457831325,45,85.6923076923077,72.4307692307692,65.6046511627907,54.1951219512195
