State;mouse1;mouse10;mouse11;mouse12;mouse2;mouse3;mouse4
WK;45.2638888888889;34.3611111111111;51.9027777777778;36.8472222222222;34.8333333333333;52.5138888888889;63.5763888888889
MA;1.51388888888889;4.52777777777778;2.94444444444444;3.5;3.3125;3.56944444444444;2.17361111111111
NREM;47.3888888888889;53.3541666666667;39.7430555555556;47.3402777777778;54.3680555555556;40.0069444444444;30.3055555555556
REM;5.83333333333333;7.75694444444444;5.40972222222222;12.3125;7.48611111111111;3.90972222222222;3.94444444444444
SLEEP;53.2222222222222;61.1111111111111;45.1527777777778;59.6527777777778;61.8541666666667;43.9166666666667;34.25
