state_code,start_s,end_s,dur_s
0,0,48,49
1,49,182,134
0,183,204,22
1,205,304,100
2,305,488,184
0,489,587,99
1,588,652,65
15,653,665,13
1,666,776,111
15,777,787,11
1,788,935,148
0,936,955,20
1,956,1156,201
2,1157,1233,77
15,1234,1238,5
1,1239,1259,21
15,1260,1267,8
1,1268,1303,36
15,1304,1307,4
1,1308,1399,92
15,1400,1406,7
1,1407,1496,90
15,1497,1505,9
1,1506,1510,5
15,1511,1516,6
1,1517,1582,66
15,1583,1588,6
1,1589,1641,53
0,1642,1667,26
1,1668,1762,95
2,1763,1929,167
0,1930,2453,524
1,2454,2589,136
15,2590,2595,6
1,2596,2627,32
15,2628,2633,6
1,2634,2744,111
15,2745,2748,4
1,2749,2825,77
0,2826,2846,21
1,2847,2955,109
15,2956,2963,8
1,2964,3041,78
15,3042,3046,5
1,3047,3087,41
2,3088,3163,76
15,3164,3175,12
1,3176,3191,16
15,3192,3197,6
1,3198,3242,45
15,3243,3246,4
1,3247,3267,21
15,3268,3272,5
1,3273,3310,38
15,3311,3316,6
1,3317,3388,72
15,3389,3394,6
1,3395,3424,30
15,3425,3428,4
1,3429,3486,58
2,3487,3560,74
0,3561,3601,41
1,3602,3718,117
0,3719,3736,18
1,3737,3741,5
15,3742,3746,5
1,3747,3829,83
15,3830,3843,14
1,3844,3893,50
2,3894,3969,76
0,3970,4039,70
1,4040,4074,35
15,4075,4079,5
1,4080,4146,67
15,4147,4157,11
1,4158,4215,58
15,4216,4219,4
1,4220,4271,52
0,4272,4288,17
1,4289,4346,58
15,4347,4351,5
1,4352,4415,64
0,4416,4436,21
1,4437,4509,73
2,4510,4649,140
0,4650,4693,44
1,4694,4698,5
15,4699,4708,10
1,4709,4808,100
15,4809,4814,6
1,4815,4974,160
0,4975,4997,23
1,4998,5082,85
15,5083,5090,8
1,5091,5168,78
0,5169,5229,61
1,5230,5291,62
15,5292,5296,5
1,5297,5432,136
0,5433,5459,27
1,5460,5477,18
15,5478,5481,4
1,5482,5520,39
15,5521,5526,6
1,5527,5596,70
0,5597,5626,30
1,5627,5704,78
2,5705,5784,80
15,5785,5798,14
1,5799,5883,85
0,5884,5900,17
1,5901,5960,60
15,5961,5964,4
1,5965,6048,84
15,6049,6052,4
1,6053,6077,25
2,6078,6107,30
15,6108,6116,9
1,6117,6153,37
15,6154,6159,6
1,6160,6233,74
2,6234,6298,65
0,6299,6314,16
1,6315,6358,44
15,6359,6365,7
1,6366,6397,32
15,6398,6406,9
1,6407,6476,70
2,6477,6526,50
0,6527,6567,41
1,6568,6634,67
0,6635,6650,16
1,6651,6725,75
0,6726,9800,3075
1,9801,9835,35
15,9836,9840,5
1,9841,9914,74
15,9915,9919,5
1,9920,9942,23
15,9943,9948,6
1,9949,10049,101
15,10050,10056,7
1,10057,10133,77
0,10134,10523,390
1,10524,10585,62
15,10586,10595,10
1,10596,10676,81
0,10677,10701,25
1,10702,10790,89
15,10791,10797,7
1,10798,10844,47
0,10845,10865,21
1,10866,10949,84
15,10950,10953,4
1,10954,11031,78
2,11032,11148,117
15,11149,11157,9
1,11158,11248,91
15,11249,11261,13
1,11262,11344,83
15,11345,11349,5
1,11350,11375,26
15,11376,11384,9
1,11385,11489,105
2,11490,11585,96
0,11586,11639,54
1,11640,11704,65
15,11705,11713,9
1,11714,11783,70
15,11784,11792,9
1,11793,11832,40
0,11833,11851,19
1,11852,11870,19
0,11871,11897,27
1,11898,12032,135
15,12033,12042,10
1,12043,12094,52
15,12095,12098,4
1,12099,12128,30
2,12129,12167,39
0,12168,12186,19
1,12187,12249,63
15,12250,12258,9
1,12259,12300,42
15,12301,12308,8
1,12309,12342,34
15,12343,12349,7
1,12350,12443,94
2,12444,12575,132
0,12576,12634,59
1,12635,12679,45
15,12680,12691,12
1,12692,12728,37
15,12729,12743,15
1,12744,12889,146
15,12890,12894,5
1,12895,12945,51
15,12946,12957,12
1,12958,13009,52
15,13010,13013,4
1,13014,13083,70
0,13084,13128,45
1,13129,13229,101
15,13230,13234,5
1,13235,13376,142
15,13377,13388,12
1,13389,13397,9
15,13398,13401,4
1,13402,13446,45
15,13447,13457,11
1,13458,13494,37
2,13495,13674,180
0,13675,16536,2862
1,16537,16964,428
15,16965,16977,13
1,16978,17081,104
15,17082,17088,7
1,17089,17239,151
2,17240,17343,104
15,17344,17354,11
1,17355,17384,30
15,17385,17389,5
1,17390,17438,49
15,17439,17444,6
1,17445,17463,19
15,17464,17468,5
1,17469,17503,35
15,17504,17510,7
1,17511,17609,99
15,17610,17614,5
1,17615,17702,88
15,17703,17705,3
1,17706,17737,32
0,17738,17839,102
1,17840,17858,19
15,17859,17861,3
1,17862,17892,31
15,17893,17897,5
1,17898,17957,60
15,17958,17969,12
1,17970,18009,40
2,18010,18096,87
0,18097,18137,41
1,18138,18175,38
15,18176,18182,7
1,18183,18240,58
15,18241,18244,4
1,18245,18324,80
15,18325,18332,8
1,18333,18372,40
15,18373,18384,12
1,18385,18490,106
2,18491,18575,85
0,18576,19040,465
1,19041,19078,38
15,19079,19085,7
1,19086,19099,14
15,19100,19105,6
1,19106,19158,53
15,19159,19168,10
1,19169,19263,95
15,19264,19270,7
1,19271,19348,78
15,19349,19356,8
1,19357,19417,61
2,19418,19457,40
0,19458,19564,107
1,19565,19719,155
15,19720,19724,5
1,19725,19760,36
15,19761,19765,5
1,19766,19852,87
2,19853,20038,186
0,20039,20056,18
1,20057,20111,55
15,20112,20117,6
1,20118,20166,49
15,20167,20175,9
1,20176,20260,85
15,20261,20267,7
1,20268,20374,107
0,20375,20393,19
1,20394,20469,76
15,20470,20476,7
1,20477,20533,57
15,20534,20540,7
1,20541,20601,61
2,20602,20733,132
0,20734,21031,298
1,21032,21126,95
15,21127,21135,9
1,21136,21203,68
15,21204,21208,5
1,21209,21230,22
0,21231,21254,24
1,21255,21272,18
15,21273,21278,6
1,21279,21372,94
15,21373,21384,12
1,21385,21437,53
15,21438,21444,7
1,21445,21468,24
15,21469,21475,7
1,21476,21541,66
15,21542,21548,7
1,21549,21579,31
15,21580,21586,7
1,21587,21668,82
15,21669,21673,5
1,21674,21730,57
2,21731,21784,54
0,21785,21838,54
1,21839,21853,15
15,21854,21858,5
1,21859,21945,87
15,21946,21950,5
1,21951,22028,78
15,22029,22035,7
1,22036,22088,53
15,22089,22098,10
1,22099,22163,65
0,22164,22185,22
1,22186,22277,92
0,22278,22306,29
1,22307,22387,81
15,22388,22395,8
1,22396,22431,36
15,22432,22434,3
1,22435,22490,56
2,22491,22670,180
0,22671,22703,33
1,22704,22725,22
15,22726,22739,14
1,22740,22767,28
15,22768,22772,5
1,22773,22821,49
15,22822,22826,5
1,22827,22909,83
15,22910,22916,7
1,22917,22959,43
15,22960,22967,8
1,22968,23022,55
15,23023,23034,12
1,23035,23048,14
15,23049,23053,5
1,23054,23143,90
15,23144,23150,7
1,23151,23223,73
2,23224,23328,105
15,23329,23333,5
1,23334,23354,21
15,23355,23361,7
1,23362,23416,55
15,23417,23429,13
1,23430,23461,32
15,23462,23467,6
1,23468,23503,36
15,23504,23510,7
1,23511,23527,17
15,23528,23532,5
1,23533,23553,21
15,23554,23559,6
1,23560,23622,63
2,23623,23707,85
0,23708,23748,41
1,23749,23784,36
15,23785,23793,9
1,23794,23856,63
15,23857,23863,7
1,23864,23953,90
15,23954,23962,9
1,23963,24039,77
15,24040,24044,5
1,24045,24117,73
0,24118,24176,59
1,24177,24300,124
2,24301,24371,71
0,24372,24400,29
1,24401,24440,40
15,24441,24445,5
1,24446,24528,83
0,24529,24546,18
1,24547,24580,34
15,24581,24584,4
1,24585,24640,56
2,24641,24745,105
0,24746,26724,1979
1,26725,26900,176
0,26901,26917,17
1,26918,27006,89
15,27007,27017,11
1,27018,27214,197
2,27215,27364,150
0,27365,27407,43
1,27408,27517,110
15,27518,27521,4
1,27522,27540,19
15,27541,27555,15
1,27556,27613,58
15,27614,27625,12
1,27626,27716,91
15,27717,27731,15
1,27732,27825,94
15,27826,27832,7
1,27833,27902,70
2,27903,27948,46
0,27949,27978,30
1,27979,28080,102
15,28081,28089,9
1,28090,28191,102
2,28192,28296,105
0,28297,28312,16
1,28313,28432,120
0,28433,28454,22
1,28455,28481,27
15,28482,28496,15
1,28497,28583,87
0,28584,28611,28
1,28612,28637,26
15,28638,28652,15
1,28653,28744,92
0,28745,28768,24
1,28769,28843,75
2,28844,29021,178
0,29022,29273,252
1,29274,29334,61
15,29335,29346,12
1,29347,29423,77
15,29424,29430,7
1,29431,29482,52
15,29483,29495,13
1,29496,29583,88
0,29584,29600,17
1,29601,29692,92
0,29693,29709,17
1,29710,29731,22
15,29732,29736,5
1,29737,29805,69
15,29806,29811,6
1,29812,29956,145
2,29957,29997,41
0,29998,30054,57
1,30055,30138,84
15,30139,30148,10
1,30149,30208,60
15,30209,30217,9
1,30218,30364,147
2,30365,30457,93
0,30458,30473,16
1,30474,30499,26
15,30500,30508,9
1,30509,30572,64
15,30573,30584,12
1,30585,30617,33
0,30618,30634,17
1,30635,30726,92
15,30727,30735,9
1,30736,30783,48
15,30784,30798,15
1,30799,30823,25
15,30824,30832,9
1,30833,30896,64
0,30897,30939,43
1,30940,31002,63
0,31003,31534,532
