Phase,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4
0_3h,0.375182786714017,1.63102493074792,0.852190271432411,1.57085953878407,1.91183964667912,5.47716229348882,1.09121495327103
3_6h,1.35361339127636,3.95687287998708,2.3163757273483,2.09713158294127,1.33733333333333,1.51677593521018,2.48320693391116
washout,2.58534074531604,3.01286972228494,1.56981132075472,0.850538599640934,1.36533559898046,1.20382842963488,3.60891089108911
