State,Mean_WT,SEM_WT,nWT,Mean_APP,SEM_APP,nAPP
WK,36.9294597554947,2.05643268495023,5,32.7747754166208,0.897362525388418,3
MA,3.75747792262588,0.318045186795559,5,5.51423431372639,0.380146120775452,3
NREM,49.2357679223927,1.03201235678579,5,50.8181850368969,1.59448240167228,3
REM,10.0772943994867,0.808480459867984,5,10.8928052327559,0.962627307140469,3
SLEEP,59.3130623218794,1.7599334243012,5,61.7109902696528,1.22832858001143,3
