State,mouse1,mouse10,mouse11,mouse12,mouse2,mouse3,mouse4
WK,26.1867704280156,41.7364657814096,31.9541693189052,44.4340940847694,28.6575875486381,19.740500463392,NaN
MA,3.13229571984436,3.61593462717058,4.71037555697008,2.56171401956218,4.16342412451362,4.91195551436515,NaN
NREM,48.988326848249,44.6986721144024,45.7033736473584,43.3162552398696,55.408560311284,65.0602409638554,NaN
REM,21.6926070038911,9.94892747701737,17.6320814767664,9.68793665579879,11.7704280155642,10.2873030583874,NaN
SLEEP,70.6809338521401,54.6475995914198,63.3354551241248,53.0041918956684,67.1789883268483,75.3475440222428,NaN
