Phase,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4,WT_mouse8
0_3h,42.6291390728477,27.679347826087,82.7358490566038,70.2533333333333,49.6885245901639,31.6455026455026,52.2644628099174,73.8915662650602
3_6h,46.9722222222222,25.748031496063,87.6483516483516,72.3132530120482,52.3972602739726,34.9703389830508,58.0212765957447,68.9433962264151
washout,57.9259259259259,32.4013605442177,77.8269230769231,68.25,63.075,63.375,47,49.4740740740741
