hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,6,16,0,9,2496,1049,0,55
1,3600,10,58,3,48,1111,2174,120,195
2,7200,3,37,4,34,1768,1388,277,167
3,10800,7,75,5,69,903,1869,585,243
4,14400,5,83,5,77,618,2171,558,253
5,18000,5,54,3,49,1531,1450,421,198
6,21600,5,64,9,60,236,2168,907,289
7,25200,2,30,2,27,2136,1132,209,123
8,28800,6,39,7,33,1093,1603,735,169
9,32400,3,16,4,14,376,984,267,93
