hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,5,27,3,23,1833,1477,184,106
1,3600,10,50,4,41,895,1952,569,184
2,7200,8,31,3,22,1512,1799,192,97
3,10800,6,47,6,41,181,2485,686,248
4,14400,9,44,6,35,487,2242,652,219
5,18000,11,39,6,28,496,2243,712,149
6,21600,4,43,5,40,177,2272,862,289
7,25200,6,23,3,17,2003,1244,260,93
8,28800,4,28,3,23,483,1721,372,159
