State;mouse1;mouse10;mouse11;mouse12;mouse2;mouse3;mouse4
WK;19.5;20.9444444444444;31.7962962962963;23.8703703703704;36.6759259259259;28.7037037037037;24.4394827425807
MA;4.62962962962963;6.46296296296296;4.82407407407407;4.9537037037037;3.26851851851852;4.2962962962963;5.98195180947065
NREM;60.3240740740741;57.0740740740741;52.5925925925926;57.4814814814815;47.8518518518519;52.4074074074074;56.479672527677
REM;15.5462962962963;15.5185185185185;10.787037037037;13.6944444444444;12.2037037037037;14.5925925925926;13.0988929202717
SLEEP;75.8703703703704;72.5925925925926;63.3796296296296;71.1759259259259;60.0555555555556;67;69.5785654479486
