state_code,start_s,end_s,dur_s
0,0,19,20
1,20,94,75
15,95,99,5
1,100,170,71
15,171,175,5
1,176,210,35
15,211,219,9
1,220,242,23
15,243,249,7
1,250,274,25
0,275,291,17
1,292,310,19
15,311,312,2
1,313,344,32
15,345,358,14
1,359,376,18
15,377,380,4
1,381,427,47
15,428,432,5
1,433,441,9
15,442,452,11
1,453,493,41
15,494,498,5
1,499,552,54
2,553,569,17
15,570,578,9
1,579,615,37
15,616,620,5
1,621,629,9
2,630,646,17
0,647,781,135
1,782,790,9
15,791,793,3
1,794,825,32
2,826,843,18
0,844,948,105
1,949,974,26
15,975,979,5
1,980,991,12
15,992,994,3
1,995,1005,11
15,1006,1012,7
1,1013,1053,41
15,1054,1066,13
1,1067,1083,17
0,1084,1196,113
1,1197,1254,58
15,1255,1260,6
1,1261,1277,17
15,1278,1282,5
1,1283,1324,42
15,1325,1330,6
1,1331,1368,38
15,1369,1370,2
1,1371,1391,21
15,1392,1402,11
1,1403,1425,23
15,1426,1431,6
1,1432,1460,29
15,1461,1470,10
1,1471,1512,42
15,1513,1518,6
1,1519,1541,23
15,1542,1548,7
1,1549,1605,57
15,1606,1612,7
1,1613,1632,20
15,1633,1644,12
1,1645,1714,70
15,1715,1720,6
1,1721,1796,76
0,1797,2083,287
1,2084,2172,89
15,2173,2181,9
1,2182,2230,49
15,2231,2234,4
1,2235,2256,22
15,2257,2261,5
1,2262,2314,53
15,2315,2318,4
1,2319,2343,25
0,2344,2372,29
1,2373,2400,28
0,2401,2429,29
1,2430,2472,43
15,2473,2484,12
1,2485,2583,99
15,2584,2586,3
1,2587,2619,33
15,2620,2626,7
1,2627,2641,15
2,2642,2675,34
0,2676,2734,59
1,2735,2822,88
15,2823,2832,10
1,2833,2915,83
0,2916,3026,111
1,3027,3065,39
15,3066,3072,7
1,3073,3132,60
15,3133,3138,6
1,3139,3221,83
0,3222,3243,22
1,3244,3283,40
15,3284,3291,8
1,3292,3376,85
15,3377,3378,2
1,3379,3451,73
0,3452,3491,40
1,3492,3553,62
15,3554,3557,4
1,3558,3587,30
15,3588,3592,5
1,3593,3608,16
15,3609,3617,9
1,3618,3670,53
15,3671,3675,5
1,3676,3737,62
15,3738,3741,4
1,3742,3760,19
2,3761,3891,131
0,3892,4069,178
1,4070,4139,70
15,4140,4146,7
1,4147,4159,13
0,4160,4180,21
1,4181,4200,20
15,4201,4208,8
1,4209,4248,40
15,4249,4258,10
1,4259,4298,40
15,4299,4301,3
1,4302,4340,39
15,4341,4348,8
1,4349,4381,33
15,4382,4392,11
1,4393,4424,32
15,4425,4429,5
1,4430,4471,42
15,4472,4477,6
1,4478,4514,37
2,4515,4573,59
0,4574,4592,19
1,4593,4650,58
0,4651,4683,33
1,4684,4700,17
15,4701,4703,3
1,4704,4731,28
15,4732,4737,6
1,4738,4765,28
15,4766,4768,3
1,4769,4791,23
15,4792,4800,9
1,4801,4832,32
15,4833,4834,2
1,4835,4856,22
15,4857,4860,4
1,4861,4877,17
15,4878,4886,9
1,4887,4942,56
2,4943,5031,89
0,5032,5053,22
1,5054,5138,85
15,5139,5145,7
1,5146,5196,51
2,5197,5241,45
0,5242,5283,42
1,5284,5347,64
15,5348,5353,6
1,5354,5415,62
15,5416,5423,8
1,5424,5507,84
0,5508,5539,32
1,5540,5617,78
15,5618,5622,5
1,5623,5667,45
15,5668,5676,9
1,5677,5723,47
0,5724,5747,24
1,5748,5855,108
15,5856,5865,10
1,5866,5906,41
0,5907,5924,18
1,5925,6009,85
15,6010,6017,8
1,6018,6056,39
0,6057,6099,43
1,6100,6124,25
15,6125,6130,6
1,6131,6179,49
0,6180,6220,41
1,6221,6292,72
2,6293,6347,55
0,6348,6391,44
1,6392,6468,77
15,6469,6474,6
1,6475,6553,79
15,6554,6564,11
1,6565,6597,33
15,6598,6604,7
1,6605,6691,87
0,6692,6713,22
1,6714,6752,39
15,6753,6759,7
1,6760,6822,63
2,6823,7048,226
0,7049,7201,153
1,7202,7210,9
15,7211,7217,7
1,7218,7260,43
15,7261,7265,5
1,7266,7320,55
15,7321,7327,7
1,7328,7378,51
15,7379,7391,13
1,7392,7449,58
15,7450,7457,8
1,7458,7478,21
15,7479,7483,5
1,7484,7504,21
2,7505,7535,31
0,7536,7982,447
1,7983,8048,66
0,8049,8074,26
1,8075,8163,89
0,8164,8211,48
1,8212,8222,11
15,8223,8232,10
1,8233,8258,26
15,8259,8263,5
1,8264,8316,53
15,8317,8325,9
1,8326,8352,27
15,8353,8365,13
1,8366,8394,29
15,8395,8404,10
1,8405,8462,58
15,8463,8466,4
1,8467,8541,75
2,8542,8550,9
0,8551,8569,19
1,8570,8633,64
15,8634,8643,10
1,8644,8706,63
15,8707,8709,3
1,8710,8733,24
15,8734,8740,7
1,8741,8753,13
15,8754,8764,11
1,8765,8797,33
2,8798,8820,23
1,8821,8824,4
15,8825,8830,6
1,8831,8853,23
15,8854,8856,3
1,8857,8883,27
2,8884,8963,80
0,8964,9084,121
1,9085,9169,85
15,9170,9175,6
1,9176,9209,34
15,9210,9215,6
1,9216,9256,41
15,9257,9267,11
1,9268,9327,60
15,9328,9339,12
1,9340,9408,69
2,9409,9449,41
0,9450,9543,94
1,9544,9596,53
15,9597,9605,9
1,9606,9669,64
15,9670,9673,4
1,9674,9690,17
15,9691,9695,5
1,9696,9710,15
15,9711,9715,5
1,9716,9745,30
15,9746,9749,4
1,9750,9780,31
15,9781,9790,10
1,9791,9823,33
15,9824,9829,6
1,9830,9845,16
15,9846,9850,5
1,9851,9870,20
2,9871,9928,58
0,9929,9983,55
1,9984,10007,24
15,10008,10012,5
1,10013,10035,23
15,10036,10039,4
1,10040,10068,29
15,10069,10073,5
1,10074,10103,30
0,10104,10163,60
1,10164,10259,96
15,10260,10265,6
1,10266,10302,37
15,10303,10307,5
1,10308,10335,28
15,10336,10339,4
1,10340,10368,29
15,10369,10373,5
1,10374,10419,46
15,10420,10422,3
1,10423,10458,36
15,10459,10462,4
1,10463,10498,36
0,10499,10524,26
1,10525,10614,90
2,10615,10693,79
0,10694,10732,39
1,10733,10756,24
15,10757,10760,4
1,10761,10777,17
15,10778,10786,9
1,10787,10819,33
15,10820,10831,12
1,10832,10844,13
15,10845,10847,3
1,10848,10889,42
15,10890,10894,5
1,10895,10934,40
15,10935,10945,11
1,10946,10969,24
15,10970,10973,4
1,10974,11022,49
2,11023,11153,131
0,11154,11235,82
1,11236,11282,47
15,11283,11291,9
1,11292,11334,43
15,11335,11338,4
1,11339,11363,25
0,11364,11379,16
1,11380,11425,46
0,11426,11446,21
1,11447,11502,56
15,11503,11507,5
1,11508,11584,77
0,11585,11632,48
1,11633,11655,23
15,11656,11659,4
1,11660,11698,39
2,11699,11773,75
15,11774,11787,14
1,11788,11843,56
15,11844,11847,4
1,11848,11877,30
15,11878,11880,3
1,11881,11917,37
0,11918,11935,18
1,11936,11973,38
15,11974,11981,8
1,11982,12061,80
15,12062,12064,3
1,12065,12096,32
2,12097,12163,67
0,12164,12193,30
1,12194,12292,99
0,12293,12308,16
1,12309,12407,99
15,12408,12420,13
1,12421,12486,66
15,12487,12492,6
1,12493,12506,14
2,12507,12575,69
0,12576,12608,33
1,12609,12642,34
15,12643,12646,4
1,12647,12685,39
15,12686,12689,4
1,12690,12722,33
2,12723,12776,54
15,12777,12788,12
1,12789,12879,91
0,12880,12904,25
1,12905,12965,61
