State,mouse1,mouse10,mouse11,mouse12,mouse2,mouse3,mouse4,mouse8
WK,42.0486111111111,43.5972222222222,37.2152777777778,33.8263888888889,55.3958333333333,26.2569444444444,37.8680555555556,30.7013888888889
MA,4.61111111111111,4.58333333333333,3.53472222222222,1.09027777777778,1.78472222222222,4.68055555555556,3.80555555555556,4.40972222222222
NREM,45.5416666666667,45,51.3541666666667,56.1458333333333,35.9583333333333,56.7986111111111,45.3402777777778,53.5625
REM,7.79861111111111,6.81944444444444,7.89583333333333,8.9375,6.86111111111111,12.2638888888889,12.9861111111111,11.3263888888889
SLEEP,53.3402777777778,51.8194444444444,59.25,65.0833333333333,42.8194444444444,69.0625,58.3263888888889,64.8888888888889
