hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,4,28,4,25,1632,1635,234,99
1,3600,5,38,3,32,1290,1903,235,172
2,7200,9,37,5,28,714,2349,420,117
3,10800,7,24,2,17,1380,1942,189,89
4,14400,6,28,4,23,1401,1670,421,108
5,18000,3,28,2,24,1625,1638,211,126
6,21600,4,27,5,23,935,1860,686,119
7,25200,4,25,3,21,1135,1816,508,141
8,28800,4,13,1,10,338,1032,97,73
