Phase,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4,WT_mouse8
0_3h,46.3392857142857,41.5405405405405,50.9326923076923,219.384615384615,68.6458333333333,39.8544303797468,54.5,48.4074074074074
3_6h,44.8067226890756,25.8962264150943,58.9411764705882,246.678571428571,57.8524590163934,52.7549019607843,56.9263157894737,53.6153846153846
washout,52.609756097561,39.510067114094,NaN,212.090909090909,79.7368421052632,47.4235294117647,45.11,55.7127659574468
