State,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4,WT_mouse8
WK,128.188888888889,134.753246753247,206.242424242424,183.59375,156.289855072464,144.62,180.392857142857,148.642857142857
MA,7.0185873605948,4.27069351230425,8.13541666666667,7.58333333333333,6.02985074626866,3.63344051446945,5.19011406844106,6.70319634703196
NREM,48.7883008356546,28.2266666666667,88.5962732919255,68.9636363636364,53.6111111111111,34.5083333333333,52.7452830188679,59.4518272425249
REM,69.7777777777778,88.3863636363636,80.9259259259259,100.882352941176,98.551724137931,72.7714285714286,95.3589743589744,116.294117647059
