State,mouse1,mouse10,mouse11,mouse12,mouse2,mouse3,mouse4,mouse8
WK,31.25,22.0833333333333,37.4856997584848,30.537037037037,12.4166666666667,25.8055555555556,27.3518518518519,10.7407407407407
MA,4.38888888888889,6.85185185185185,2.45328587771705,1.46296296296296,4.71296296296296,3.78703703703704,4.53703703703704,6.08333333333333
NREM,48.6851851851852,53.6018518518519,49.75212914707,56.3796296296296,69.3148148148148,50.4259259259259,51.7685185185185,62.5648148148148
REM,15.6759259259259,17.462962962963,10.3088852167281,11.6203703703704,13.5555555555556,19.9814814814815,16.3425925925926,20.6111111111111
SLEEP,64.3611111111111,71.0648148148148,60.0610143637981,68,82.8703703703704,70.4074074074074,68.1111111111111,83.1759259259259
