state_code,start_s,end_s,dur_s
0,0,61,62
1,62,95,34
15,96,97,2
1,98,114,17
15,115,117,3
1,118,132,15
15,133,135,3
1,136,154,19
15,155,156,2
1,157,188,32
15,189,191,3
1,192,242,51
15,243,243,1
1,244,280,37
15,281,283,3
1,284,307,24
15,308,311,4
1,312,406,95
2,407,466,60
0,467,878,412
1,879,1016,138
2,1017,1054,38
0,1055,1070,16
1,1071,1194,124
15,1195,1205,11
1,1206,1276,71
15,1277,1281,5
1,1282,1306,25
15,1307,1309,3
1,1310,1349,40
2,1350,1375,26
0,1376,1396,21
1,1397,1583,187
15,1584,1587,4
1,1588,1630,43
2,1631,1687,57
0,1688,1884,197
1,1885,2046,162
15,2047,2055,9
1,2056,2199,144
0,2200,2258,59
1,2259,2299,41
15,2300,2314,15
1,2315,2448,134
2,2449,2484,36
0,2485,2502,18
1,2503,2534,32
15,2535,2535,1
1,2536,2568,33
0,2569,2620,52
1,2621,2639,19
15,2640,2642,3
1,2643,2702,60
2,2703,2735,33
15,2736,2740,5
1,2741,2809,69
15,2810,2813,4
1,2814,2820,7
15,2821,2822,2
1,2823,2828,6
15,2829,2829,1
1,2830,2888,59
15,2889,2891,3
1,2892,2941,50
15,2942,2942,1
1,2943,2964,22
2,2965,3074,110
0,3075,3163,89
1,3164,3240,77
15,3241,3242,2
1,3243,3287,45
15,3288,3288,1
1,3289,3389,101
2,3390,3537,148
0,3538,3673,136
1,3674,3698,25
15,3699,3700,2
1,3701,3742,42
15,3743,3743,1
1,3744,3777,34
15,3778,3782,5
1,3783,3836,54
15,3837,3839,3
1,3840,3876,37
15,3877,3877,1
1,3878,4035,158
2,4036,4087,52
0,4088,5696,1609
1,5697,5705,9
15,5706,5706,1
1,5707,5726,20
15,5727,5727,1
1,5728,5760,33
15,5761,5762,2
1,5763,5805,43
15,5806,5808,3
1,5809,5826,18
15,5827,5827,1
1,5828,5845,18
15,5846,5848,3
1,5849,5881,33
15,5882,5883,2
1,5884,5936,53
15,5937,5938,2
1,5939,5955,17
15,5956,5958,3
1,5959,6012,54
15,6013,6013,1
1,6014,6028,15
15,6029,6029,1
1,6030,6083,54
15,6084,6084,1
1,6085,6104,20
15,6105,6105,1
1,6106,6138,33
15,6139,6139,1
1,6140,6164,25
2,6165,6190,26
15,6191,6197,7
1,6198,6215,18
15,6216,6217,2
1,6218,6270,53
15,6271,6272,2
1,6273,6313,41
15,6314,6315,2
1,6316,6399,84
15,6400,6403,4
1,6404,6419,16
15,6420,6420,1
1,6421,6433,13
15,6434,6434,1
1,6435,6445,11
15,6446,6446,1
1,6447,6463,17
15,6464,6464,1
1,6465,6476,12
15,6477,6477,1
1,6478,6481,4
15,6482,6482,1
1,6483,6547,65
2,6548,6607,60
0,6608,8373,1766
1,8374,8386,13
15,8387,8388,2
1,8389,8425,37
15,8426,8436,11
1,8437,8456,20
15,8457,8458,2
1,8459,8467,9
15,8468,8468,1
1,8469,8478,10
15,8479,8479,1
1,8480,8488,9
15,8489,8489,1
1,8490,8509,20
15,8510,8510,1
1,8511,8515,5
15,8516,8516,1
1,8517,8557,41
15,8558,8558,1
1,8559,8570,12
15,8571,8573,3
1,8574,8591,18
15,8592,8592,1
1,8593,8633,41
0,8634,9908,1275
1,9909,10004,96
0,10005,10272,268
1,10273,10358,86
15,10359,10362,4
1,10363,10397,35
15,10398,10399,2
1,10400,10416,17
15,10417,10417,1
1,10418,10469,52
15,10470,10470,1
1,10471,10566,96
2,10567,10602,36
15,10603,10604,2
1,10605,10641,37
15,10642,10643,2
1,10644,10688,45
15,10689,10690,2
1,10691,10753,63
15,10754,10758,5
1,10759,10773,15
15,10774,10774,1
1,10775,10868,94
2,10869,11068,200
15,11069,11075,7
1,11076,11134,59
15,11135,11137,3
1,11138,11174,37
15,11175,11177,3
1,11178,11276,99
15,11277,11278,2
1,11279,11416,138
15,11417,11418,2
1,11419,11484,66
15,11485,11490,6
1,11491,11656,166
0,11657,11678,22
1,11679,11737,59
15,11738,11739,2
1,11740,11777,38
15,11778,11780,3
1,11781,11830,50
15,11831,11832,2
1,11833,11865,33
15,11866,11872,7
1,11873,11898,26
15,11899,11900,2
1,11901,11908,8
2,11909,11974,66
0,11975,12006,32
1,12007,12147,141
15,12148,12162,15
1,12163,12191,29
15,12192,12193,2
1,12194,12322,129
2,12323,12424,102
0,12425,12609,185
1,12610,12623,14
