hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,7,32,5,25,751,2110,578,161
1,3600,14,33,6,19,877,2146,441,136
2,7200,3,10,0,6,2547,1013,0,40
3,10800,8,28,5,21,969,1891,564,176
4,14400,1,14,1,12,2239,1175,104,82
5,18000,7,31,5,24,972,1923,530,175
6,21600,9,36,6,28,739,2067,600,194
7,25200,7,17,3,9,1705,1491,301,103
8,28800,8,19,3,12,951,1356,312,116
