Phase,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4,WT_mouse8
0_3h,4.02254335260116,3.36868358273693,2.22616575420049,0.19758064516129,0.570864946889226,3.98570747975226,2.20961308336657,2.31752104055088
3_6h,3.3148912228057,8.36976320582878,1.5335994677312,0.198928623135949,2.42009067724568,1.65731276714365,1.7085798816568,3.1571018651363
washout,2.33194251274919,4.67810429760489,NaN,0.0870124303471925,0.881408140814081,2.98585958819152,3.42473952560408,3.20756158105786
