State,APP_mouse1,APP_mouse10,WT_mouse11,WT_mouse12,WT_mouse2,APP_mouse3,WT_mouse4
WK,221.555555555556,151.688524590164,156.301369863014,191.892857142857,227.173913043478,159.926470588235,302.102564102564
MA,5.29518072289157,6.66812227074236,7.12587412587413,7.86928104575163,5.14285714285714,4.98067632850242,6.87769784172662
NREM,75.1516587677725,55.6770833333333,56.6401869158879,76.0336538461538,63.8911290322581,44.2445255474453,58.623595505618
REM,110.121212121212,113.103448275862,92.5416666666667,110.742857142857,103.48275862069,86.5384615384615,98.8
