State,mouse1,mouse10,mouse11,mouse12,mouse2,mouse3,mouse4,mouse8
WK,31.5395414131961,40.414798206278,NaN,39.6820349761526,48.369372562921,17.1412773016312,25.7206973934058,39.2423046566693
MA,5.45936671346124,4.31614349775785,NaN,0.731319554848967,2.74725274725275,5.28061929776058,4.79889521836699,3.97790055248619
NREM,47.1065356418655,41.6928251121076,NaN,49.3322734499205,39.5958879829848,57.6168095106442,48.5586052131883,46.8034727703236
REM,15.8945562314771,13.5762331838565,NaN,10.2543720190779,9.28748670684154,19.9612938899641,20.9218021750388,9.97632202052092
SLEEP,63.0010918733427,55.2690582959641,NaN,59.5866454689984,48.8833746898263,77.5781034006082,69.4804073882272,56.7797947908445
