hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,5,36,3,31,1891,1185,420,104
1,3600,12,88,5,75,446,2331,543,280
2,7200,11,60,4,49,1568,1577,244,211
3,10800,9,74,10,65,500,1981,812,307
4,14400,7,90,6,83,726,2117,424,333
5,18000,8,30,4,23,2354,865,303,78
6,21600,6,58,3,51,1234,1670,456,240
7,25200,13,65,6,53,1002,1876,500,222
8,28800,6,24,3,17,655,1217,187,134
