mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse4,baseline,2.88259457354676e-11,0.0124176343282064,4.42651007764001e-10,1.15647020666994e-10,0.0124176343282064,2.92166037930032e-09
