mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse1,ambtemp,3.21584768086757e-11,0.0124176343282064,6.4088617550802e-10,1.11857772267714e-10,0.0173846880594889,3.19749426844142e-09
