mouse,session,sigma_power,sigma_peak_freq,sigma_peak_power,theta_power,theta_peak_freq,theta_peak_power
M2,baseline,4.06626648802235e-10,10.1327896118164,1.26313043488892e-10,9.87449960896685e-10,6.10947608947754,3.17607175881254e-10
