mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
M2,baseline,2.22000162016244e-11,0.0124176343282064,4.38005136712093e-10,5.04071325977934e-11,0.0124176343282064,1.29120434348232e-09
