mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse4,drugs,3.23680540132435e-11,0.0149011611938477,4.61635569073167e-10,1.57009098839582e-10,0.0173846880594889,3.32030921283433e-09
