state_code,start_s,end_s,dur_s
0,0,1809,1810
1,1810,2436,627
2,2437,2548,112
0,2549,3574,1026
1,3575,3805,231
15,3806,3812,7
1,3813,3952,140
0,3953,4285,333
1,4286,4478,193
0,4479,4494,16
1,4495,4598,104
0,4599,4644,46
1,4645,4889,245
2,4890,4944,55
0,4945,4960,16
1,4961,5282,322
2,5283,5378,96
15,5379,5383,5
1,5384,5789,406
15,5790,5795,6
1,5796,5866,71
2,5867,5989,123
15,5990,5996,7
1,5997,6895,899
2,6896,7013,118
0,7014,7503,490
1,7504,7948,445
15,7949,7956,8
1,7957,8248,292
15,8249,8252,4
1,8253,8276,24
15,8277,8284,8
1,8285,8478,194
2,8479,8620,142
15,8621,8623,3
1,8624,8730,107
15,8731,8737,7
1,8738,8912,175
15,8913,8916,4
1,8917,8998,82
15,8999,9003,5
1,9004,9211,208
2,9212,9395,184
0,9396,9527,132
1,9528,9586,59
0,9587,9688,102
1,9689,9886,198
15,9887,9899,13
1,9900,10125,226
15,10126,10130,5
1,10131,10272,142
15,10273,10280,8
1,10281,10325,45
2,10326,10397,72
15,10398,10401,4
1,10402,10566,165
2,10567,10685,119
15,10686,10689,4
1,10690,10770,81
15,10771,10776,6
1,10777,11118,342
15,11119,11123,5
1,11124,11250,127
15,11251,11256,6
1,11257,11388,132
15,11389,11392,4
1,11393,11819,427
2,11820,11942,123
15,11943,11954,12
1,11955,11990,36
15,11991,11996,6
1,11997,12453,457
2,12454,12596,143
1,12597,12664,68
15,12665,12669,5
1,12670,13265,596
15,13266,13272,7
1,13273,13374,102
15,13375,13382,8
1,13383,13499,117
0,13500,14507,1008
1,14508,14965,458
2,14966,15090,125
0,15091,15134,44
1,15135,15327,193
15,15328,15333,6
1,15334,15697,364
2,15698,15822,125
15,15823,15832,10
1,15833,15877,45
15,15878,15885,8
1,15886,16014,129
15,16015,16018,4
1,16019,16203,185
15,16204,16211,8
1,16212,16377,166
2,16378,16462,85
0,16463,16829,367
1,16830,17164,335
15,17165,17169,5
1,17170,17280,111
2,17281,17417,137
15,17418,17424,7
1,17425,17812,388
15,17813,17819,7
1,17820,17895,76
15,17896,17902,7
1,17903,18353,451
15,18354,18354,1
2,18355,18515,161
0,18516,19163,648
1,19164,19333,170
15,19334,19339,6
1,19340,19674,335
15,19675,19681,7
1,19682,19786,105
15,19787,19801,15
1,19802,20087,286
2,20088,20245,158
15,20246,20259,14
1,20260,20584,325
15,20585,20590,6
1,20591,20794,204
2,20795,20880,86
15,20881,20887,7
1,20888,21087,200
2,21088,21239,152
0,21240,22929,1690
1,22930,23106,177
15,23107,23112,6
1,23113,23196,84
15,23197,23204,8
1,23205,23265,61
2,23266,23452,187
0,23453,23480,28
1,23481,23550,70
15,23551,23558,8
1,23559,24053,495
15,24054,24059,6
1,24060,24276,217
15,24277,24288,12
1,24289,24491,203
2,24492,24530,39
0,24531,24558,28
1,24559,24664,106
0,24665,24682,18
1,24683,24832,150
0,24833,25276,444
1,25277,25430,154
15,25431,25443,13
1,25444,25846,403
2,25847,26079,233
0,26080,26111,32
1,26112,26233,122
15,26234,26237,4
1,26238,26361,124
15,26362,26366,5
1,26367,26881,515
0,26882,28240,1359
1,28241,28667,427
15,28668,28673,6
1,28674,28713,40
15,28714,28723,10
1,28724,28759,36
2,28760,28927,168
0,28928,28982,55
1,28983,29542,560
2,29543,29690,148
0,29691,30070,380
1,30071,30145,75
15,30146,30149,4
1,30150,30614,465
0,30615,30646,32
1,30647,30775,129
15,30776,30779,4
1,30780,30832,53
2,30833,30928,96
0,30929,31489,561
