hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,3,3,0,0,1814,1786,0,0
1,3600,4,16,3,12,1069,2334,120,77
2,7200,12,15,2,3,772,2628,157,43
3,10800,7,18,1,11,2000,1433,32,135
4,14400,11,14,3,3,447,2840,278,35
5,18000,7,15,5,8,1139,2058,314,89
6,21600,6,13,3,7,862,2328,325,85
7,25200,9,12,3,3,1528,1736,297,39
8,28800,3,2,0,0,2772,387,0,0
