hour_idx,hour_start_s,wk_bouts_per_h,nrem_bouts_per_h,rem_bouts_per_h,ma_bouts_per_h,wk_dur_s,nrem_dur_s,rem_dur_s,ma_dur_s
0,0,2,1,0,0,2760,840,0,0
1,3600,3,5,2,1,1313,2201,83,3
2,7200,1,1,0,0,3299,301,0,0
3,10800,6,8,4,3,1279,1826,467,28
4,14400,6,10,3,4,1250,1830,486,34
5,18000,6,19,6,12,653,2446,367,134
6,21600,10,15,1,4,1885,1618,54,43
7,25200,3,11,3,8,1695,1478,341,86
8,28800,1,2,2,0,731,1748,332,0
