mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse4,ambtemp,3.24451236790325e-11,0.0122542444028352,4.93367073383595e-10,1.18159717410265e-10,0.0147050932834023,2.63818276700631e-09
