mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse2,drugs,2.32080303147255e-11,0.0149011611938477,4.63714387998457e-10,6.29280724820778e-11,0.0124176343282064,1.7764375408687e-09
