mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse2,ambtemp,2.67600739257223e-11,0.0198682149251302,4.76667927772329e-10,8.64680461391275e-11,0.0124176343282064,2.51027849904713e-09
