mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse10,ambtemp,4.77437488810259e-11,0.0147050932834023,1.00401310372141e-09,1.95018739893718e-10,0.0122542444028352,7.37876905675828e-09
