mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse1,drugs,4.66851277396253e-11,0.0173846880594889,8.32505830798574e-10,1.51790700025419e-10,0.0149011611938477,4.6467478121864e-09
