bout_id,state_code,state,start_epoch,end_epoch,start_time_s,end_time_s,dur_s,ach_mean,ach_median,ach_iqr,ach_std,ach_n,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,ach_trend_n,ach_trend_slope_per_min,event_labels_in,n_events_in
1,0,WAKE,1,1,0,1,1,-25.34957,-14.04167,70.13383,42.24887,10,4.226027,4.226018,0.01826048,0.01105607,10,-2.228821,,0
2,1,NREM,2702,2,2701,2,-2699,3.223985,3.223985,0,0,1,1.825839,1.825839,0,0,1,NaN,,0
3,0,WAKE,3542,3,3541,3,-3538,1.923119,1.923119,0,0,1,-1.932276,-1.932276,0,0,1,NaN,,0
4,1,NREM,4001,4,4000,4,-3996,-0.3603402,-0.3603402,0,0,1,-1.036104,-1.036104,0,0,1,NaN,,0
5,2,REM,4597,5,4596,5,-4591,-1.843043,-1.843043,0,0,1,-2.301667,-2.301667,0,0,1,NaN,,0
6,0,WAKE,4630,6,4629,6,-4623,-5.872289,-5.872289,0,0,1,-1.421192,-1.421192,0,0,1,NaN,,0
7,1,NREM,5179,7,5178,7,-5171,-2.265775,-2.265775,0,0,1,-1.607124,-1.607124,0,0,1,NaN,,0
8,-1,,5585,8,5584,8,-5576,-2.509932,-2.509932,0,0,1,-4.057783,-4.057783,0,0,1,NaN,,0
9,2,REM,5588,9,5587,9,-5578,-3.053097,-3.053097,0,0,1,-4.259019,-4.259019,0,0,1,NaN,,0
10,1,NREM,5638,10,5637,10,-5627,-8.199809,-8.199809,0,0,1,-5.921939,-5.921939,0,0,1,NaN,,0
11,0,WAKE,6117,11,6116,11,-6105,2.509083,2.509083,0,0,1,-0.583199,-0.583199,0,0,1,NaN,,0
12,1,NREM,6414,12,6413,12,-6401,-2.206095,-2.206095,0,0,1,-1.93574,-1.93574,0,0,1,NaN,,0
13,0,WAKE,6620,13,6619,13,-6606,-3.711891,-3.711891,0,0,1,-2.881182,-2.881182,0,0,1,NaN,,0
