mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse1,baseline,3.31282863710239e-11,0.0124176343282064,6.92936615196852e-10,8.78953776832336e-11,0.0124176343282064,2.42658660051562e-09
