mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse3,drugs,4.44092754864736e-11,0.0124176343282064,1.11173865327626e-09,1.55771554222611e-10,0.0248352686564128,3.20168423435401e-09
