mouse,session,sigma_mod_power,sigma_mod_peak_f,sigma_mod_peak_amp,theta_mod_power,theta_mod_peak_f,theta_mod_peak_amp
mouse12,drugs,3.62984151431412e-11,0.0124176343282064,9.11275447305792e-10,1.31119820305933e-10,0.0223517417907715,2.78320865360989e-09
